Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3352-3756-2446-02406,"Nov 18, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,apollo,CO,700001,,700001,,,,
GPA.3304-1343-6014-44849,"Nov 18, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mh,CR,,,,,,,
GPA.3354-5100-4193-32703,"Nov 18, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,flame,US,01103,MA,01103,5.83,,,5.49
GPA.3333-7476-5715-78428,"Nov 18, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,H8416,GB,,,,4.19,,,3.49
GPA.3339-8837-1611-67093,"Nov 18, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,80525,CO,80525,5.49,,,5.49
GPA.3378-3692-0039-46056,"Nov 18, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta4xlwifi,US,77707,TX,77707,5.94,,,5.49
GPA.3317-9685-8446-68388,"Nov 18, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,47037,IN,47037,5.87,,,5.49
GPA.3327-4207-6301-77052,"Nov 18, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d1q,US,89509,NV,89509,5.49,,,5.49
GPA.3352-0970-6974-83036,"Nov 18, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1,GB,,,,4.19,,,3.49
GPA.3319-0254-5847-41642,"Nov 18, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownlte,GB,,,,4.19,,,3.49
GPA.3366-2710-9150-33168,"Nov 18, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,31903,GA,31903,5.49,,,5.49
GPA.3347-6931-0794-78683,"Nov 18, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a52xq,US,14218,NY,14218,5.97,,,5.49
GPA.3319-4538-0775-16926,"Nov 19, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,72714,AR,72714,5.49,,,5.49
GPA.3317-4669-6223-49840,"Nov 19, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a41,DE,,,,4.99,,,4.19
GPA.3357-6460-1614-28918,"Nov 19, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j7popltevzw,US,14092,NY,14092,5.93,,,5.49
GPA.3397-4412-1702-76832,"Nov 19, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,P10000_Pro,ZA,1961,,1961,80.99,,,70.43
GPA.3325-1289-7373-75745,"Nov 19, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,64090,MO,64090,5.49,,,5.49
GPA.3387-1721-1511-05415,"Nov 19, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,DRD_sprout,BE,,,,4.99,,,4.12
GPA.3397-8611-9035-34253,"Nov 19, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWMAR,DE,,,,2.99,,,2.19
GPA.3398-4750-4437-59762,"Nov 19, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,coral,US,30008,GA,30008,5.49,,,5.49
GPA.3311-2368-6426-56889,"Nov 19, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,BR,22763-050,RJ,22763-050,20.99,,,20.99
GPA.3387-5049-3660-52111,"Nov 19, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,TokyoPro,GB,,,,4.19,,,3.49
GPA.3329-2446-3746-64056,"Nov 19, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,01588,MA,01588,5.83,,,5.49
GPA.3353-9348-4227-40933,"Nov 19, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta4lwifi,CA,K2J 1W7,ON,K2J 1W7,8.46,,,7.49
GPA.3382-7295-1735-51338,"Nov 19, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crosshatch,US,21076,MD,21076,5.82,,,5.49
GPA.3344-1150-5961-65037,"Nov 19, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,57026,SD,57026,5.85,,,5.49
GPA.3331-0406-4840-59063,"Nov 19, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a32x,US,48430,MI,48430,5.82,,,5.49
GPA.3368-3895-9340-87027,"Nov 20, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,23451,VA,23451,5.49,,,5.49
GPA.3317-2070-1325-37681,"Nov 20, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,rav,US,54729,WI,54729,5.79,,,5.49
GPA.3361-7872-0915-29195,"Nov 20, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,100011886,US,32007,FL,32007,5.49,,,5.49
GPA.3383-0990-8373-89185,"Nov 20, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3s,GB,,,,4.19,,,3.49
GPA.3386-3329-3740-64446,"Nov 20, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,43302,OH,43302,5.89,,,5.49
GPA.3318-6041-9372-21376,"Nov 20, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,oriole,US,54986,WI,54986,5.76,,,5.49
GPA.3381-1231-7422-31750,"Nov 20, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,52807,IA,52807,5.87,,,5.49
GPA.3372-9400-8732-00436,"Nov 20, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3s,GB,,,,-4.19,,,3.49
GPA.3328-3279-0675-09402,"Nov 20, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,95963,CA,95963,5.49,,,5.49
GPA.3367-7471-1058-79888,"Nov 20, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta4lwifi,GB,,,,4.19,,,3.49
GPA.3346-9387-6858-27481,"Nov 20, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,18042,PA,18042,5.82,,,5.49
GPA.3346-9337-8372-02208,"Nov 20, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,bramble,US,76801,TX,76801,5.94,,,5.49
GPA.3345-8168-7406-88950,"Nov 20, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,04106,ME,04106,5.79,,,5.49
GPA.3316-8319-1281-96797,"Nov 21, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,20777,MD,20777,5.82,,,5.49
GPA.3330-1244-0060-14664,"Nov 21, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sofiap,US,75150,TX,75150,5.94,,,5.49
GPA.3365-5821-8807-09486,"Nov 21, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,15133,PA,15133,5.87,,,5.49
GPA.3312-6161-6812-33492,"Nov 21, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8s,DE,,,,4.99,,,4.19
GPA.3335-3471-0845-04030,"Nov 21, 2021",,,Charge refund,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,19027,PA,19027,5.82,,,5.49
GPA.3379-4122-8833-72169,"Nov 21, 2021",,,Google fee refund,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2s,GB,,,,4.19,,,3.49
GPA.3378-2826-1032-10292,"Nov 21, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,channel,US,34465,FL,34465,5.49,,,5.49
GPA.3384-9723-1593-46456,"Nov 21, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,NZ,8061,,8061,7.99,,,6.95
GPA.3322-7630-1226-86009,"Nov 21, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,62002,IL,62002,5.86,,,5.49
GPA.3318-8244-1836-56186,"Nov 21, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,72422,AR,72422,5.49,,,5.49
GPA.3369-5036-1196-22763,"Nov 21, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,caymanlm,US,27127,NC,27127,5.87,,,5.49
GPA.3302-9413-9069-71612,"Nov 21, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a10e,US,30701,GA,30701,5.49,,,5.49
GPA.3355-9470-7125-91223,"Nov 22, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,49079,MI,49079,5.82,,,5.49
GPA.3323-8926-0718-19499,"Nov 22, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,61330,IL,61330,5.88,,,5.49
GPA.3316-2799-0784-93927,"Nov 22, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,CH,8905,,8905,5.60,,,5.60
GPA.3340-1913-2763-60312,"Nov 22, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,oriole,US,77084,TX,77084,5.94,,,5.49
GPA.3362-0882-2267-50953,"Nov 22, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,59802,MT,59802,5.49,,,5.49
GPA.3308-2472-5292-74038,"Nov 22, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,98368,WA,98368,5.99,,,5.49
GPA.3313-4303-5163-03710,"Nov 22, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cruiserltesq,US,90650,CA,90650,5.49,,,5.49
GPA.3302-7257-9565-61308,"Nov 23, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,60585,IL,60585,5.94,,,5.49
GPA.3351-2555-1103-12042,"Nov 23, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus7TTMO,US,43050,OH,43050,5.89,,,5.49
GPA.3362-4356-6774-68003,"Nov 23, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,53566,WI,53566,5.79,,,5.49
GPA.3383-3791-4287-11059,"Nov 23, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,US,46219,IN,46219,5.87,,,5.49
GPA.3349-5731-2199-62879,"Nov 23, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,77515,TX,77515,5.86,,,5.49
GPA.3313-9841-5092-97145,"Nov 23, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond2,NL,,,,4.99,,,4.12
GPA.3336-8468-7969-37781,"Nov 23, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8TTMO,US,78577,TX,78577,5.94,,,5.49
GPA.3320-4600-0363-94482,"Nov 23, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,surfna,US,98270,WA,98270,6.00,,,5.49
GPA.3369-2095-0254-30858,"Nov 23, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,77059,TX,77059,5.94,,,5.49
GPA.3337-4245-6836-48908,"Nov 24, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,23060,VA,23060,5.49,,,5.49
GPA.3313-4514-1367-12474,"Nov 24, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,Porto,US,44035,OH,44035,5.85,,,5.49
GPA.3370-0145-6808-06594,"Nov 24, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,joyeuse,DE,,,,4.99,,,4.19
GPA.3326-3892-5889-21686,"Nov 24, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,rosemary,DE,,,,4.99,,,4.19
GPA.3384-5265-4977-54908,"Nov 24, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,66619,KS,66619,6.00,,,5.49
GPA.3319-7878-5348-86515,"Nov 24, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1s,GB,,,,4.19,,,3.49
GPA.3316-9706-3045-21552,"Nov 24, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,surfna,US,76301,TX,76301,5.94,,,5.49
GPA.3369-7886-0139-81600,"Nov 24, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,98058,WA,98058,5.97,,,5.49
GPA.3334-5313-1238-11839,"Nov 25, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a5y17lte,DE,,,,3.99,,,3.19
GPA.3357-2387-7335-03028,"Nov 25, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2s,US,75847,TX,75847,5.91,,,5.49
GPA.3352-3672-9946-61728,"Nov 25, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,US,44108,OH,44108,5.93,,,5.49
GPA.3361-2274-7858-60476,"Nov 25, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a21,US,59404,MT,59404,5.49,,,5.49
GPA.3324-1268-8945-70667,"Nov 25, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,52402,IA,52402,5.87,,,5.49
GPA.3359-3541-5651-25195,"Nov 25, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,14608,NY,14608,5.93,,,5.49
GPA.3336-3470-0351-63798,"Nov 25, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a70q,DE,,,,4.99,,,4.19
GPA.3336-8481-3723-72306,"Nov 25, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,TB-X505F,GB,,,,4.19,,,3.49
GPA.3313-1736-2474-32653,"Nov 25, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,44314,OH,44314,5.86,,,5.49
GPA.3366-4316-7787-39646,"Nov 26, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,heroqltevzw,US,65202,MO,65202,5.49,,,5.49
GPA.3354-6967-2496-36240,"Nov 26, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,33032,FL,33032,5.49,,,5.49
GPA.3300-6294-0772-10523,"Nov 26, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,Nord,NL,,,,4.99,,,4.12
GPA.3330-6463-4409-70609,"Nov 26, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,GB,,,,4.19,,,3.49
GPA.3337-9992-8665-24605,"Nov 26, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gts210wifi,DE,,,,4.99,,,4.19
GPA.3392-9233-0036-14108,"Nov 26, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,61761,IL,61761,5.97,,,5.49
GPA.3313-4686-6837-85419,"Nov 27, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond2q,US,80015,CO,80015,5.49,,,5.49
GPA.3371-4234-4432-55191,"Nov 27, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,alphalm,US,80233,CO,80233,5.49,,,5.49
GPA.3390-9360-4821-59781,"Nov 27, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8T,US,94127,CA,94127,5.49,,,5.49
GPA.3332-2603-4023-57404,"Nov 27, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqlteue,US,20841,MD,20841,5.82,,,5.49
GPA.3342-1481-7803-17820,"Nov 27, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,50315,IA,50315,5.87,,,5.49
GPA.3322-1335-9344-35275,"Nov 27, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond2q,US,49855,MI,49855,5.82,,,5.49
GPA.3391-2090-0551-95319,"Nov 27, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sunfish,CA,T8G 1A9,AB,T8G 1A9,7.86,,,7.49
GPA.3316-2034-9966-80432,"Nov 27, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqltesq,US,73009,OK,73009,5.49,,,5.49
GPA.3300-9537-9085-65368,"Nov 27, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gts7xlwifi,US,81211,CO,81211,5.49,,,5.49
GPA.3389-7516-8890-59038,"Nov 27, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a52xq,US,84414,UT,84414,5.89,,,5.49
GPA.3310-3452-8393-30224,"Nov 27, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cv7a,US,77677,TX,77677,5.83,,,5.49
GPA.3339-8056-4628-00694,"Nov 27, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,98563,WA,98563,5.98,,,5.49
GPA.3319-0369-1593-10953,"Nov 28, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,28546,NC,28546,5.87,,,5.49
GPA.3314-6859-4715-96354,"Nov 28, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond2q,US,89119,NV,89119,5.49,,,5.49
GPA.3374-8871-7120-38658,"Nov 28, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,39759,MS,39759,5.87,,,5.49
GPA.3356-6071-8935-05143,"Nov 28, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta7litewifi,US,31401,GA,31401,5.49,,,5.49
GPA.3327-4791-6520-13772,"Nov 28, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mido,GR,,,,4.99,,,4.02
GPA.3361-7389-5975-15851,"Nov 28, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,smith,US,12866,NY,12866,5.87,,,5.49
GPA.3313-4686-6837-85419,"Nov 28, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlusN10TMO,US,73099,OK,73099,5.49,,,5.49
GPA.3375-8199-3756-98619,"Nov 28, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71,GB,,,,4.19,,,3.49
GPA.3376-0192-9232-78628,"Nov 28, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ASUS_I003_1,PT,,,,4.99,,,4.06
GPA.3370-2852-8849-12167,"Nov 28, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,64850,MO,64850,5.49,,,5.49
GPA.3310-5677-6864-35918,"Nov 28, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,foles,US,53121,WI,53121,5.79,,,5.49
GPA.3345-6600-3772-05732,"Nov 28, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starlte,GB,,,,4.19,,,3.49
GPA.3358-0822-2464-86515,"Nov 29, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,US,55744,MN,55744,5.87,,,5.49
GPA.3381-8568-1678-81334,"Nov 29, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2xq2,US,63051,MO,63051,5.49,,,5.49
GPA.3369-2929-5213-13230,"Nov 29, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh50lm,US,42240,KY,42240,5.82,,,5.49
GPA.3379-0285-0072-29253,"Nov 29, 2021",,,Charge refund,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,87144,NM,87144,5.88,,,5.49
GPA.3307-4040-8130-25428,"Nov 29, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,greatqlteue,US,32327,FL,32327,5.49,,,5.49
GPA.3362-7358-1469-85653,"Nov 29, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ASUS_I003_1,PT,,,,-4.99,,,4.06
GPA.3313-1439-0179-88175,"Nov 29, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,def,NL,,,,4.99,,,4.12
GPA.3390-9330-1810-80705,"Nov 29, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,74429,OK,74429,5.49,,,5.49
GPA.3365-2907-9900-02081,"Nov 29, 2021",,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,84774,UT,84774,5.85,,,5.49
GPA.3307-1025-7706-47950,"Nov 29, 2021",,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,q2q,US,21740,MD,21740,5.82,,,5.49
